epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
101,6169.86,0.47382,0.24733,0.00203,0.88822,0.85444,0.89962,0.82388,0.51341,0.63698,0.00339,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,6230.23,0.47835,0.25676,0.00206,0.82793,0.79843,0.86862,0.79926,0.51678,0.78519,0.00348,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,6290.81,0.48092,0.26847,0.00202,0.86321,0.8446,0.92586,0.84348,0.51697,0.54614,0.00354,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,6351.53,0.47175,0.23374,0.00201,0.85455,0.85001,0.91747,0.83382,0.56383,0.67029,0.00415,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,6411.95,0.47842,0.23188,0.00203,0.86123,0.87334,0.92559,0.84864,0.55612,0.55972,0.00396,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,6472.46,0.48469,0.25259,0.00214,0.86562,0.89191,0.93184,0.86952,0.43413,0.53833,0.00279,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,6533.19,0.46888,0.25122,0.00201,0.81122,0.8648,0.91376,0.85681,0.42171,0.60265,0.00266,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,6594.04,0.47677,0.26199,0.00202,0.86637,0.87818,0.94634,0.88616,0.419,0.50824,0.00266,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
109,6654.74,0.48092,0.24835,0.00202,0.81144,0.8534,0.91361,0.85059,0.50319,0.72125,0.00335,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308,0.0267924,0.0089308
110,6714.9,0.47027,0.24449,0.002,0.88641,0.83016,0.92801,0.86133,0.44563,0.55321,0.00284,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209,0.0267627,0.0089209
111,6775.48,0.48123,0.24923,0.00202,0.86197,0.8811,0.95045,0.89254,0.4216,0.44287,0.00272,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
112,6836.11,0.47233,0.23206,0.00201,0.87992,0.84527,0.94299,0.88291,0.42473,0.51512,0.00278,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011,0.0267033,0.0089011
113,6896.71,0.47006,0.22818,0.00195,0.90928,0.86037,0.95043,0.8889,0.42244,0.4968,0.00279,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912,0.0266736,0.0088912
114,6957.19,0.45911,0.23487,0.00195,0.91717,0.87159,0.95826,0.89512,0.45032,0.46169,0.0031,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813,0.0266439,0.0088813
